,Total cost,Average manufacturing cost per therapy,Average TRT delay penalty per therapy,Average manufacturing delay penalty per therapy,Average transport cost per therapy,Average QC cost per therapy,Average cost per therapy,Average return time
0,34989536.89999985,75726.93399999957,1725.7142857142858,2682.8571428571427,2729.457142857143,19788.0,99970.105428571,19.862857142857138
1,34975896.89999985,75712.64828571386,1731.4285714285713,2668.5714285714284,2699.057142857143,19788.0,99931.13399999957,19.86571428571428
2,35134476.89999985,75866.93399999957,2074.285714285714,2822.8571428571427,2655.0,19788.0,100384.21971428528,20.037142857142854
3,35098496.89999985,75829.79114285672,2000.0,2785.714285714286,2663.6285714285714,19788.0,100281.41971428528,19.999999999999993
4,34809216.89999985,75558.36257142814,1365.7142857142858,2514.285714285714,2742.8285714285716,19788.0,99454.905428571,19.68285714285714
5,34984556.89999985,75721.21971428528,1708.5714285714287,2677.1428571428573,2738.0857142857144,19788.0,99955.87685714243,19.85428571428571
6,32197180.00000017,67173.51428571477,2400.0,2722.8571428571427,2630.4285714285716,19788.0,91991.94285714335,20.2
7,35081316.89999985,75818.36257142814,1931.4285714285713,2774.285714285714,2694.542857142857,19788.0,100232.33399999957,19.96571428571428
8,35045176.89999985,75778.36257142814,1891.4285714285713,2734.285714285714,2671.285714285714,19788.0,100129.07685714243,19.945714285714285
9,34888756.89999985,75632.64828571386,1600.0,2588.5714285714284,2661.5142857142855,19788.0,99682.16257142814,19.799999999999994
10,32248300.000000153,67233.51428571477,2571.428571428516,2782.8571428571427,2545.057142857142,19788.0,92138.00000000044,20.285714285714253
11,35087796.89999985,75821.21971428528,1942.857142857143,2777.1428571428573,2698.7714285714287,19788.0,100250.84828571386,19.97142857142856
12,34965556.89999985,75704.07685714243,1680.0,2660.0,2729.5142857142855,19788.0,99901.59114285672,19.839999999999993
13,35044836.89999985,75775.50542857099,1925.7142857142858,2731.4285714285716,2638.885714285714,19788.0,100128.105428571,19.96285714285714
14,35152516.89999985,75878.36257142814,2080.0,2834.285714285714,2689.4,19788.0,100435.76257142815,20.039999999999996
15,34995556.89999985,75738.36257142814,1777.142857142857,2694.285714285714,2683.8,19788.0,99987.305428571,19.888571428571424
16,35255136.89999985,75984.07685714243,2268.5714285714284,2940.0,2688.3142857142857,19788.0,100728.96257142814,20.13428571428571
17,35170556.89999985,75898.36257142814,2120.0,2854.285714285714,2680.942857142857,19788.0,100487.305428571,20.060000000000006
18,35223976.89999985,75949.79114285672,2211.4285714285716,2905.714285714286,2690.714285714286,19788.0,100639.93399999957,20.10571428571428
19,35295336.89999985,76015.50542857099,2388.5714285714284,2971.4285714285716,2651.7428571428572,19788.0,100843.81971428529,20.19428571428571
20,35060796.89999985,75795.50542857099,1868.5714285714287,2751.4285714285716,2721.6285714285714,19788.0,100173.705428571,19.93428571428571
21,34964696.89999985,75701.21971428528,1691.4285714285713,2657.1428571428573,2718.4857142857145,19788.0,99899.13399999957,19.845714285714283
22,35147296.89999985,75875.50542857099,2045.7142857142858,2831.4285714285716,2711.6285714285714,19788.0,100420.84828571386,20.022857142857138
23,35324896.89999985,76046.93399999957,2445.714285714286,3002.8571428571427,2647.6285714285714,19788.0,100928.27685714242,20.22285714285714
24,35075596.89999985,75806.93399999957,1851.4285714285713,2762.8571428571427,2769.6285714285714,19788.0,100215.99114285671,19.925714285714285
25,35206276.89999985,75932.64828571386,2177.1428571428573,2888.5714285714284,2691.5714285714284,19788.0,100589.36257142814,20.088571428571427
26,34851816.89999985,75595.50542857099,1485.7142857142858,2551.4285714285716,2707.4,19788.0,99576.61971428529,19.742857142857137
27,34863256.89999985,75606.93399999957,1554.2857142857142,2562.8571428571427,2660.0857142857144,19788.0,99609.305428571,19.777142857142852
28,34857256.89999985,75604.07685714243,1548.5714285714287,2560.0,2651.5142857142855,19788.0,99592.16257142814,19.774285714285714
29,34962636.89999985,75704.07685714243,1680.0,2660.0,2721.1714285714284,19788.0,99893.24828571385,19.84
30,35065696.89999985,75798.36257142814,1880.0,2754.285714285714,2721.342857142857,19788.0,100187.705428571,19.93999999999999
31,35090676.89999985,75821.21971428528,1937.142857142857,2777.1428571428573,2712.714285714286,19788.0,100259.07685714243,19.968571428571423
32,35093536.89999985,75829.79114285672,1971.4285714285713,2785.714285714286,2678.0285714285715,19788.0,100267.24828571385,19.98571428571428
33,34835636.89999985,75581.21971428528,1497.142857142857,2537.1428571428573,2664.0285714285715,19788.0,99530.39114285671,19.748571428571424
34,35046076.89999985,75778.36257142814,1862.857142857143,2734.285714285714,2702.4285714285716,19788.0,100131.64828571386,19.93142857142857
35,35163796.89999985,75895.50542857099,2062.857142857144,2851.4285714285716,2721.6285714285714,19788.0,100467.99114285671,20.031428571428567
36,35176756.89999985,75901.21971428528,2131.4285714285716,2857.1428571428573,2684.3714285714286,19788.0,100505.01971428528,20.065714285714282
37,35088996.89999985,75826.93399999957,1937.142857142857,2782.8571428571427,2702.2,19788.0,100254.27685714242,19.968571428571423
38,34855156.89999985,75598.36257142814,1520.0,2554.285714285714,2679.8,19788.0,99586.16257142814,19.76
39,35156756.89999985,75886.93399999957,2045.7142857142858,2842.8571428571427,2727.2285714285713,19788.0,100447.87685714243,20.022857142857138
40,35206496.89999985,75929.79114285672,2228.5714285714284,2885.714285714286,2643.6285714285714,19788.0,100589.99114285671,20.114285714285714
41,35184676.89999985,75909.79114285672,2154.285714285714,2865.714285714286,2675.5714285714284,19788.0,100527.64828571386,20.077142857142853
42,35072836.89999985,75804.07685714243,1954.2857142857142,2760.0,2661.7428571428572,19788.0,100208.105428571,19.97714285714285
43,35218636.89999985,75946.93399999957,2205.714285714286,2902.8571428571427,2684.0285714285715,19788.0,100624.67685714243,20.102857142857143
44,35021156.89999985,75758.36257142814,1760.0,2714.285714285714,2754.0857142857144,19788.0,100060.44828571385,19.88
45,35282216.89999985,76009.79114285672,2348.5714285714284,2965.714285714286,2659.9714285714285,19788.0,100806.33399999957,20.174285714285713
46,35030056.89999985,75766.93399999957,1857.142857142857,2722.8571428571427,2673.8,19788.0,100085.87685714243,19.928571428571423
47,35143696.89999985,75875.50542857099,2017.142857142857,2831.4285714285716,2729.9142857142856,19788.0,100410.56257142815,20.008571428571422
48,35126756.89999985,75858.36257142814,2005.7142857142858,2814.285714285714,2710.0857142857144,19788.0,100362.16257142814,20.00285714285714
49,35027356.89999985,75761.21971428528,1840.0,2717.1428571428573,2688.942857142857,19788.0,100078.16257142814,19.91999999999999
50,34988496.89999985,75729.79114285672,1720.0,2685.714285714286,2729.342857142857,19788.0,99967.13399999957,19.86
51,35178896.89999985,75909.79114285672,2114.285714285714,2865.714285714286,2699.057142857143,19788.0,100511.13399999957,20.057142857142853
52,35167316.89999985,75898.36257142814,2068.5714285714284,2854.285714285714,2723.114285714286,19788.0,100478.04828571386,20.03428571428571
53,35069576.89999985,75804.07685714243,1920.0,2760.0,2686.714285714286,19788.0,100198.79114285672,19.959999999999997
54,38208213.8000001,84520.35371428602,2120.0,2882.8571428571427,2737.9714285714285,19788.0,109166.32514285743,20.060000000000002
55,32344900.00000017,67316.37142857192,2782.8571428571427,2865.714285714286,2526.7714285714287,19788.0,92414.0000000005,20.391428571428566
56,35192256.89999985,75918.36257142814,2171.4285714285716,2874.285714285714,2671.5142857142855,19788.0,100549.305428571,20.085714285714282
57,34976636.89999985,75715.50542857099,1634.2857142857142,2671.4285714285716,2795.457142857143,19788.0,99933.24828571385,19.817142857142855
58,35004356.89999985,75741.21971428528,1748.5714285714287,2697.1428571428573,2734.657142857143,19788.0,100012.44828571385,19.87428571428571
59,34986896.89999985,75724.07685714243,1708.5714285714287,2680.0,2741.9142857142856,19788.0,99962.56257142815,19.854285714285705
60,35235056.89999985,75961.21971428528,2228.5714285714284,2917.1428571428573,2693.8,19788.0,100671.59114285672,20.114285714285707
61,34947576.89999985,75681.21971428528,1674.2857142857142,2637.1428571428573,2706.714285714286,19788.0,99850.21971428528,19.837142857142855
62,34840856.89999985,75586.93399999957,1440.0,2542.8571428571427,2730.3714285714286,19788.0,99545.305428571,19.72
63,34915196.89999985,75655.50542857099,1582.857142857143,2611.4285714285716,2731.342857142857,19788.0,99757.705428571,19.791428571428565
64,35159296.89999985,75892.64828571386,2085.714285714286,2848.5714285714284,2688.7714285714287,19788.0,100455.13399999957,20.042857142857144
65,35193676.89999985,75921.21971428528,2131.4285714285716,2877.1428571428573,2712.714285714286,19788.0,100553.36257142814,20.065714285714282
66,32376340.00000017,67370.65714285763,2817.1428571428573,2920.0,2528.0285714285715,19788.0,92503.82857142905,20.408571428571424
67,32369880.00000017,67373.51428571477,2771.4285714285706,2922.8571428571427,2552.428571428571,19788.0,92485.37142857192,20.385714285714283
68,35205856.89999985,75932.64828571386,2205.714285714286,2888.5714285714284,2661.8,19788.0,100588.16257142814,20.102857142857136
69,35067396.89999985,75798.36257142814,1908.5714285714287,2754.285714285714,2697.6285714285714,19788.0,100192.56257142815,19.954285714285714
70,35142036.89999985,75872.64828571386,2057.1428571428573,2828.5714285714284,2688.0285714285715,19788.0,100405.81971428529,20.028571428571425
71,35148416.89999985,75878.36257142814,2034.2857142857142,2834.285714285714,2723.4,19788.0,100424.04828571386,20.017142857142854
72,35152116.89999985,75884.07685714243,2080.0,2840.0,2682.542857142857,19788.0,100434.61971428529,20.039999999999996
