,Total cost,Average manufacturing cost per therapy,Average TRT delay penalty per therapy,Average manufacturing delay penalty per therapy,Average transport cost per therapy,Average QC cost per therapy,Average cost per therapy,Average return time
0,21706684.845714234,93713.3019755099,5165.714285714285,2868.5714285714284,4240.44,20918.742857142857,124038.19911836705,21.582857142857147
1,21520039.6411428,93130.82080653029,4708.57142857143,2777.1428571428573,4326.594285714285,20805.66857142857,122971.65509224457,21.354285714285716
2,21975440.25485709,94666.83574204051,5337.142857142857,2840.0,4425.074285714286,21144.891428571427,125573.94431346908,21.66857142857143
3,24007590.919999965,108998.78811428552,3851.4285714285716,2931.4285714285716,3982.6457142857143,20353.371428571427,137186.23382857122,20.925714285714292
4,21959771.254857086,94638.26431346907,5337.142857142857,2811.4285714285716,4364.108571428572,21144.891428571427,125484.40717061191,21.668571428571433
5,23866707.919999965,108730.21668571408,3291.4285714285716,2662.8571428571427,4006.1714285714284,20353.371428571427,136381.1881142855,20.645714285714288
6,21581988.845714234,93473.3019755099,4708.571428571428,2628.5714285714284,4225.034285714286,20918.742857142857,123325.65054693847,21.354285714285712
7,22085288.254857086,94878.26431346907,5874.285714285715,3051.4285714285716,4304.205714285714,21144.891428571427,126201.64717061192,21.937142857142863
8,24824064.183999963,112294.36676571408,4445.714285714285,2691.4285714285716,4079.897142857143,21031.817142857144,141851.79533714266,21.222857142857137
9,21862282.254857093,94455.40717061194,5131.42857142857,2628.5714285714284,4195.6,21144.891428571427,124927.32717061196,21.56571428571429
10,24073386.919999965,109124.5023999998,4148.571428571428,3057.1428571428573,3935.7657142857142,20353.371428571427,137562.21097142837,21.07428571428571
11,24730345.139999963,111830.81794285693,4594.285714285715,2817.1428571428573,3972.4114285714286,20918.742857142857,141316.25794285693,21.297142857142855
12,21681926.641142808,93439.39223510175,5348.571428571428,3085.714285714286,4303.091428571429,20805.66857142857,123896.72366367318,21.674285714285716
13,24370175.051999964,110560.86315428551,4034.285714285714,2725.714285714286,3970.4,20692.594285714287,139258.1431542855,21.017142857142865
14,24093442.963999964,109450.90836571409,3805.714285714286,2794.285714285714,3953.7485714285713,20466.445714285714,137676.81693714266,20.902857142857144
15,24008248.963999964,109290.90836571409,3485.714285714286,2634.285714285714,3946.925714285714,20466.445714285714,137189.9940799998,20.74285714285714
16,21771250.05028566,94061.49743020376,5040.0,2725.714285714286,4273.828571428571,21031.817142857144,124407.14314448948,21.520000000000003
17,24597524.095999964,111281.5548342855,4525.714285714285,2857.1428571428573,3944.342857142857,20805.66857142857,140557.28054857123,21.26285714285714
18,21143680.027428515,91743.37729959152,4308.5714285714275,2862.8571428571427,4302.634285714285,20466.445714285714,120821.02872816294,21.154285714285717
19,24475001.051999964,110760.86315428551,4342.857142857143,2925.714285714286,4060.8342857142857,20692.594285714287,139857.1488685712,21.171428571428574
20,24044735.963999964,109359.47979428551,3554.285714285714,2702.8571428571427,4018.28,20466.445714285714,137398.49122285694,20.777142857142856
21,21613182.845714226,93530.4448326527,4674.285714285715,2685.714285714286,4380.428571428572,20918.742857142857,123503.90197550987,21.337142857142865
22,24904051.183999963,112454.36676571408,4834.285714285715,2851.4285714285716,3988.3942857142856,21031.817142857144,142308.86390857122,21.417142857142856
23,21581768.6411428,93250.82080653029,5005.714285714285,2897.1428571428573,4262.188571428572,20805.66857142857,123324.39223510171,21.502857142857145
24,24050017.963999964,109370.90836571409,3588.5714285714284,2714.285714285714,4002.7485714285713,20466.445714285714,137428.6740799998,20.79428571428571
25,21619021.6411428,93319.39223510171,5028.571428571428,2965.714285714286,4383.634285714285,20805.66857142857,123537.266520816,21.51428571428572
26,24813551.183999963,112277.22390857122,4514.285714285715,2674.285714285714,3968.3942857142856,21031.817142857144,141791.72105142835,21.257142857142856
27,21343844.23199995,92343.00132571398,4731.428571428572,2971.4285714285716,4310.874285714286,20579.52,121964.82418285684,21.36571428571428
28,23693251.875999965,108106.66786285694,3131.4285714285716,2628.5714285714284,3911.617142857143,20240.297142857144,135390.0107199998,20.565714285714286
29,24957018.183999963,112557.22390857122,5062.857142857144,2954.285714285714,3959.634285714286,21031.817142857144,142611.5324799998,21.53142857142857
30,24574231.095999964,111241.5548342855,4388.571428571428,2817.1428571428573,3988.382857142857,20805.66857142857,140424.17769142837,21.19428571428572
31,24558303.095999964,111201.5548342855,4320.0,2777.1428571428573,4005.937142857143,20805.66857142857,140333.1605485712,21.16
32,25788191.44799996,115881.37398857121,5725.714285714285,2742.8571428571427,4043.7428571428572,21710.262857142858,147361.0939885712,21.86285714285714
33,24627016.095999964,111332.98340571408,4605.714285714285,2908.5714285714284,3981.44,20805.66857142857,140725.80626285693,21.302857142857142
34,21495840.84571423,93307.5876897956,4262.857142857143,2462.8571428571427,4344.188571428572,20918.742857142857,122833.37626122417,21.131428571428575
35,21361545.436571375,92605.48249469358,4514.285714285715,2742.8571428571427,4253.611428571428,20692.594285714287,122065.973923265,21.25714285714286
36,24219094.007999964,109983.02861714266,3874.285714285714,2737.1428571428573,3957.9885714285715,20579.52,138394.82290285695,20.93714285714286
37,20576821.41371423,89995.93379265274,3234.285714285714,2588.5714285714284,4224.394285714286,20127.222857142857,117581.8366497956,20.61714285714286
38,21682520.641142808,93439.39223510175,5325.714285714285,3085.714285714286,4329.342857142857,20805.66857142857,123900.11794938748,21.662857142857145
39,24766713.139999963,111893.67508571407,4708.571428571428,2880.0,4003.0857142857144,20918.742857142857,141524.07508571408,21.354285714285712
40,20898404.82285709,91058.03898775479,3839.999999999993,2668.5714285714284,4168.045714285714,20353.371428571427,119419.45613061194,20.92
41,24081246.963999964,109428.05122285694,3794.285714285714,2771.4285714285716,3918.342857142857,20466.445714285714,137607.12550857122,20.897142857142853
42,24431684.095999964,110967.2691199998,3851.4285714285716,2542.8571428571427,3985.2571428571428,20805.66857142857,139609.62340571408,20.925714285714285
43,21518715.6411428,93130.8208065303,4754.285714285715,2777.1428571428573,4273.314285714286,20805.66857142857,122964.08937795887,21.377142857142857
44,24793280.183999963,112237.22390857122,4445.714285714285,2634.285714285714,3961.1314285714284,21031.817142857144,141675.88676571407,21.22285714285714
45,21984135.254857086,94689.69288489762,5668.571428571428,2862.8571428571427,4120.4742857142855,21144.891428571427,125623.63002775477,21.834285714285716
46,24932458.183999963,112505.79533714264,4948.571428571428,2902.8571428571427,3985.0057142857145,21031.817142857144,142471.18962285694,21.474285714285713
47,20975068.82285709,91200.89613061195,4057.1428571428573,2811.4285714285716,4246.125714285714,20353.371428571427,119857.53613061194,21.02857142857143
48,20979753.02742852,91434.80587102011,3771.428571428573,2554.285714285714,4211.622857142857,20466.445714285714,119884.30301387724,20.885714285714283
49,24532889.095999964,111161.5548342855,4205.714285714285,2737.1428571428573,4015.0,20805.66857142857,140187.93769142835,21.10285714285714
50,24560436.095999964,111218.69769142836,4274.285714285715,2794.285714285714,4046.697142857143,20805.66857142857,140345.3491199998,21.13714285714286
51,24768314.183999963,112197.22390857122,4205.714285714285,2594.285714285714,4098.4685714285715,21031.817142857144,141533.2239085712,21.10285714285714
52,22116128.45942852,95163.60262530582,5714.285714285715,2845.714285714286,4242.022857142857,21257.965714285714,126377.87691102011,21.857142857142865
53,21273312.43657137,92439.76820897927,4182.857142857143,2577.1428571428573,4246.565714285714,20692.594285714287,121561.7853518364,21.091428571428573
54,24927450.183999963,112494.36676571408,4914.285714285715,2891.4285714285716,4002.102857142857,21031.817142857144,142442.5724799998,21.45714285714286
55,24219566.007999964,109988.74290285693,3840.0,2742.8571428571427,3989.2571428571428,20579.52,138397.52004571407,20.920000000000005
56,20815346.61828566,90669.8435330609,3794.285714285714,2771.4285714285716,4240.411428571429,20240.297142857144,118944.8378187752,20.89714285714286
57,21718128.05028566,93958.64028734664,4880.0,2622.8571428571427,4233.131428571429,21031.817142857144,124103.5888587752,21.439999999999998
58,23683667.875999965,108095.23929142837,3017.1428571428573,2617.1428571428573,3982.5657142857144,20240.297142857144,135335.2450057141,20.508571428571432
59,25464537.359999962,114679.9906285712,5234.285714285715,2720.0,4113.251428571429,21484.114285714284,145511.64205714263,21.617142857142863
60,21957569.254857082,94638.26431346904,5440.0,2811.4285714285716,4248.668571428571,21144.891428571427,125471.82431346904,21.720000000000002
61,21372187.43657137,92628.33963755073,4582.857142857114,2765.714285714286,4222.994285714286,20692.594285714287,122126.7853518364,21.29142857142856
62,24783485.183999963,112220.08105142837,4331.428571428572,2617.1428571428573,4036.5885714285714,21031.817142857144,141619.91533714265,21.16571428571429
63,24683801.095999964,111447.2691199998,4857.142857142857,3022.8571428571427,3940.2114285714288,20805.66857142857,141050.29197714265,21.428571428571427
64,24653542.139999963,111676.53222857122,4285.714285714285,2662.8571428571427,3996.3942857142856,20918.742857142857,140877.38365714264,21.14285714285715
65,21409865.436571375,92696.91106612215,4651.4285714285725,2834.285714285714,4301.154285714286,20692.594285714287,122342.08820897929,21.325714285714287
66,24233791.007999964,110005.8857599998,3817.1428571428573,2760.0,4076.2571428571428,20579.52,138478.80575999978,20.90857142857143
67,21410008.436571375,92696.91106612213,4674.285714285715,2834.285714285714,4279.114285714286,20692.594285714287,122342.90535183642,21.337142857142858
68,21691275.845714226,93684.73054693844,5131.428571428572,2840.0,4215.245714285715,20918.742857142857,123950.14768979557,21.56571428571429
69,24773402.139999963,111910.81794285693,4754.285714285715,2897.1428571428573,3978.4514285714286,20918.742857142857,141562.29794285694,21.377142857142857
70,24337793.051999964,110503.72029714264,3897.1428571428573,2668.5714285714284,3979.6457142857143,20692.594285714287,139073.10315428552,20.94857142857143
71,20826593.618285663,90698.41496163236,3897.1428571428573,2800.0,4173.251428571429,20240.297142857144,119009.10639020379,20.948571428571434
72,25325192.31599999,114113.58466285693,5234.285714285858,2742.8571428571427,3996.4742857142955,21371.04,144715.38466285708,21.61714285714293
73,24562026.051999964,110926.57743999979,4708.571428571428,3091.4285714285716,4026.691428571429,20692.594285714287,140354.43458285695,21.354285714285712
74,23732272.875999965,108180.95357714266,3200.0,2702.8571428571427,3991.7371428571428,20240.297142857144,135612.98786285694,20.599999999999998
75,25470081.359999962,114691.41919999979,5394.285714285715,2731.4285714285716,3973.502857142857,21484.114285714284,145543.32205714265,21.69714285714285
76,20875698.618285656,90789.8435330609,4102.857142857143,2891.4285714285716,4156.708571428571,20240.297142857144,119289.70639020375,21.05142857142857
77,21325924.436571375,92542.62535183644,4491.428571428572,2680.0,4135.777142857143,20692.594285714287,121862.42535183643,21.24571428571429
78,21840975.05028566,94187.21171591805,5188.5714285714275,2851.4285714285716,4397.971428571429,21031.817142857144,124805.57171591805,21.594285714285714
79,21547944.845714226,93410.44483265273,4537.142857142857,2565.714285714286,4264.782857142857,20918.742857142857,123131.11340408129,21.26857142857143
80,21426614.436571375,92725.48249469356,4685.714285714285,2862.8571428571427,4334.005714285714,20692.594285714287,122437.79678040785,21.342857142857145
81,24513398.095999964,111127.2691199998,4125.714285714285,2702.8571428571427,4017.9085714285716,20805.66857142857,140076.56054857123,21.062857142857144
82,20993871.82285709,91235.18184489766,4137.142857142857,2845.714285714286,4239.285714285715,20353.371428571427,119964.98184489766,21.06857142857143
83,21092630.02742852,91646.23444244868,4114.285714285715,2765.714285714286,4302.348571428572,20466.445714285714,120529.31444244868,21.057142857142857
84,24203722.007999964,109954.45718857122,3805.714285714286,2708.5714285714284,3967.2914285714287,20579.52,138306.98290285695,20.90285714285714
85,24992774.227999963,112906.48701714264,4708.571428571428,2714.285714285714,4055.902857142857,21144.891428571427,142815.85273142837,21.35428571428572
86,21942671.254857082,94609.69288489761,5394.285714285715,2782.8571428571427,4237.822857142857,21144.891428571427,125386.69288489761,21.697142857142865
87,25168646.271999963,113535.75012571407,4948.571428571428,2754.285714285714,4078.5485714285714,21257.965714285714,143820.83583999978,21.47428571428572
88,24297577.051999964,110423.72029714264,3760.0,2588.5714285714284,3966.982857142857,20692.594285714287,138843.2974399998,20.880000000000003
