,Total cost,Average manufacturing cost per therapy,Average TRT delay penalty per therapy,Average manufacturing delay penalty per therapy,Average transport cost per therapy,Average QC cost per therapy,Average cost per therapy,Average return time
0,45504946.403778076,73160.53423061795,4204.444444444444,2906.6666666666665,2957.737777777778,20799.386666666665,101122.10311950684,21.102222222222224
1,42856543.090666376,68535.68242370305,3262.222222222222,2782.222222222222,2947.2844444444445,20491.573333333334,95236.76242370305,20.63111111111111
2,43783277.73599972,69671.16385777715,3804.4444444444443,2788.8888888888887,2977.2044444444446,20843.36,97296.17274666604,20.902222222222225
3,45558625.8388892,73328.7018641982,3964.4444444444443,2777.777777777778,3060.911111111111,20887.333333333332,101241.39075308711,20.982222222222227
4,44903328.38133305,70926.64529185122,4746.666666666667,2915.5555555555557,2916.7155555555555,21195.146666666667,99785.17418074011,21.373333333333335
5,43074470.582666375,68870.09907259194,3248.8888888888887,2693.3333333333335,2978.5644444444442,20623.493333333332,95721.04573925861,20.624444444444446
6,44248128.88933304,70281.1175318512,4026.6666666666665,2693.3333333333335,2958.1644444444446,21063.226666666666,98329.17530962898,21.013333333333335
7,44411752.88933305,70414.45086518455,4200.0,2826.6666666666665,3015.1066666666666,21063.226666666666,98692.78419851788,21.1
8,45063988.68622252,72785.33930271673,3564.4444444444443,2680.0,3037.0,20755.413333333334,100142.1970804945,20.782222222222224
9,43677122.07466637,69477.84905481416,3822.222222222222,2877.777777777778,3004.786666666667,20755.413333333334,97060.27127703639,20.91111111111111
10,45069804.68622252,72783.1170804945,3595.5555555555557,2677.777777777778,3021.0355555555557,20755.413333333334,100155.12152493894,20.797777777777775
11,43684746.074666366,69484.51572148081,3897.777777777778,2884.4444444444443,2939.5066666666667,20755.413333333334,97077.21349925859,20.948888888888895
12,47476710.59199989,79053.45909333309,2946.6666666666665,2591.1111111111113,2924.1555555555556,20579.52,105503.8013155553,20.473333333333336
13,44977548.686222516,72709.78374716114,3444.4444444444443,2604.4444444444443,3040.4666666666667,20755.413333333334,99950.10819160558,20.72222222222222
14,43654925.90533303,69503.39534518453,3813.3333333334976,2762.222222222222,2894.831111110931,20799.386666666665,97010.94645629561,20.90666666666675
15,43877009.566666394,69801.15459259198,3702.222222222222,2777.777777777778,3113.7555555555555,20887.333333333332,97504.4657037031,20.851111111111116
16,43356598.24399972,69194.52498666605,3466.6666666666665,2735.5555555555557,2975.3644444444444,20711.44,96347.99609777716,20.733333333333338
17,44818549.2511114,72479.39389135868,3453.3333333333335,2671.1111111111113,2996.5822222222223,20667.466666666667,99596.7761135809,20.72666666666667
18,43028614.58266638,68823.43240592528,3275.5555555555557,2646.6666666666665,2896.662222222222,20623.493333333332,95619.1435170364,20.637777777777778
19,45614747.55644475,73421.67456987721,4013.3333333333335,2722.222222222222,2999.791111111111,20931.306666666667,101366.10568098833,21.006666666666668
20,43813677.39733305,69795.58977185121,3675.5555555555557,2631.1111111111113,2961.2755555555555,20931.306666666667,97363.727549629,20.83777777777778
21,45191620.686222516,72869.78374716114,3804.4444444444443,2764.4444444444443,2996.182222222222,20755.413333333334,100425.82374716115,20.902222222222225
22,43908713.56666637,69825.59903703639,3888.8888888888887,2802.222222222222,2973.097777777778,20887.333333333332,97574.91903703638,20.944444444444446
23,43754533.90533304,69590.0620118512,3880.0,2848.8888888888887,2962.8488888888887,20799.386666666665,97232.29756740676,20.94
24,45147478.96866697,72785.69993037103,3844.4444444444443,2828.8888888888887,2986.1466666666665,20711.44,100327.73104148215,20.922222222222224
25,45635180.12133363,73324.61804740806,4240.000000000001,2922.222222222222,3003.5333333333333,20843.36,101411.5113807414,21.120000000000005
26,42975402.92133304,68683.45093629565,3297.777777777778,2788.8888888888887,2984.12,20535.546666666665,95500.89538074008,20.64888888888889
27,43647341.73599972,69575.60830222159,3622.222222222222,2693.3333333333335,2952.902222222222,20843.36,96994.09274666604,20.81111111111111
28,43700629.73599972,69608.94163555492,3715.5555555555557,2726.6666666666665,2944.653333333333,20843.36,97112.51052444382,20.857777777777777
29,44879247.53355585,72464.19896345744,3640.0,2804.4444444444443,3003.968888888889,20623.493333333332,99731.66118567967,20.82
30,45927797.2740003,73716.86949777845,4337.777777777777,2868.8888888888887,3031.8444444444444,20975.28,102061.77172000067,21.16888888888889
31,43505942.074666366,69351.18238814748,3657.777777777778,2751.1111111111113,2915.4977777777776,20755.413333333334,96679.87127703636,20.82888888888889
32,43317678.24399972,69165.63609777714,3408.8888888888887,2706.6666666666665,2975.5422222222223,20711.44,96261.50720888826,20.704444444444444
33,43588305.566666394,69592.2657037031,3355.5555555555557,2568.8888888888887,3027.7466666666664,20887.333333333332,96862.90125925865,20.677777777777777
34,43911581.058666386,69975.57124148085,3608.8888888888887,2528.8888888888887,2977.5777777777776,21019.253333333334,97581.29124148085,20.804444444444442
35,44820071.53355585,72421.97674123522,3542.222222222222,2762.222222222222,3012.4666666666667,20623.493333333332,99600.15896345745,20.771111111111114
36,43527233.90533304,69427.83978962897,3475.5555555555557,2686.6666666666665,3024.4044444444444,20799.386666666665,96727.18645629565,20.73777777777778
37,44862487.53355585,72455.31007456855,3662.222222222222,2795.5555555555557,2953.391111111111,20623.493333333332,99694.41674123523,20.831111111111117
38,48195928.545777656,79869.20565728367,3488.8888888888887,2753.3333333333335,2988.5555555555557,20755.413333333334,107102.06343506146,20.744444444444444
39,45464547.556444734,73312.78568098831,3746.6666666666665,2613.3333333333335,3041.568888888889,20931.306666666667,101032.32790321052,20.873333333333335
40,43998985.56666638,69881.15459259196,4017.777777777778,2857.777777777778,2989.257777777778,20887.333333333332,97775.52348148085,21.008888888888894
