,Total cost,Average manufacturing cost per therapy,Average TRT delay penalty per therapy,Average manufacturing delay penalty per therapy,Average transport cost per therapy,Average QC cost per therapy,Average cost per therapy,Average return time
0,45504946.403778076,73160.53423061795,4186.666666666667,2906.6666666666665,2975.5155555555557,20799.386666666665,101122.10311950684,21.093333333333334
1,44492790.38088918,71996.39195753151,3364.4444444444443,2782.222222222222,3020.4577777777777,20491.573333333334,98872.86751308705,20.682222222222222
2,45448996.12133363,73191.28471407473,3951.1111111111118,2788.8888888888887,3012.0133333333333,20843.36,100997.76915851918,20.97555555555556
3,45558681.8388892,73328.7018641982,3982.222222222222,2777.777777777778,3043.257777777778,20887.333333333332,101241.51519753155,20.991111111111117
4,46587565.86177808,74506.17747061794,4777.777777777779,2915.5555555555557,3048.822222222222,21195.146666666667,103527.92413728463,21.388888888888893
5,44722211.53355585,72353.08785234635,3448.8888888888896,2693.3333333333335,2957.222222222222,20623.493333333332,99382.69229679077,20.724444444444444
6,45927128.70911141,73838.37046469202,4124.444444444444,2693.3333333333335,3034.2444444444445,21063.226666666666,102060.28602024757,21.062222222222225
7,46098848.70911142,73971.70379802538,4400.0,2826.6666666666665,3006.9555555555557,21063.226666666666,102441.8860202476,21.200000000000003
8,45063988.68622252,72785.33930271673,3537.777777777778,2680.0,3063.6666666666665,20755.413333333334,100142.1970804945,20.76888888888889
9,45340544.68622252,72983.11708049448,4026.6666666666665,2877.777777777778,2991.568888888889,20755.413333333334,100756.76596938338,21.013333333333335
10,45072244.68622252,72783.1170804945,3631.1111111111104,2677.777777777778,2990.902222222222,20755.413333333334,100160.54374716117,20.815555555555555
11,45341568.686222516,72989.78374716114,3982.222222222222,2884.4444444444443,3031.6222222222223,20755.413333333334,100759.04152493892,20.991111111111113
12,60150387.400000125,106857.95200000028,3213.3333333333335,2591.1111111111113,3016.722222222222,20579.52,133667.52755555583,20.606666666666666
13,44977548.686222516,72709.78374716114,3453.3333333333335,2604.4444444444443,3031.5777777777776,20755.413333333334,99950.10819160558,20.726666666666667
14,45308374.403778076,73016.0897861735,3804.4444444444443,2762.222222222222,3065.3555555555554,20799.386666666665,100685.27645284017,20.90222222222223
15,45558005.83888919,73328.7018641982,3991.1111111111113,2777.777777777778,3032.866666666667,20887.333333333332,101240.0129753093,20.99555555555556
16,45018942.96866696,72692.36659703769,3595.5555555555557,2735.5555555555557,3042.733333333333,20711.44,100042.09548592659,20.79777777777778
17,44819345.2511114,72479.39389135868,3471.1111111111113,2671.1111111111113,2980.5733333333333,20667.466666666667,99598.54500246978,20.735555555555557
18,44667143.53355585,72306.42118567968,3360.0,2646.6666666666665,2970.4044444444444,20623.493333333332,99260.31896345745,20.68
19,45614827.55644475,73421.67456987721,4031.1111111111113,2722.222222222222,2982.1911111111112,20931.306666666667,101366.2834587661,21.015555555555554
20,45487139.55644475,73330.5634587661,3795.5555555555557,2631.1111111111113,3025.1066666666666,20931.306666666667,101082.532347655,20.89777777777778
21,45191784.686222516,72869.78374716114,3835.5555555555557,2764.4444444444443,2965.4355555555558,20755.413333333334,100426.18819160559,20.91777777777778
22,45589201.83888919,73353.14630864264,4057.777777777778,2802.222222222222,3011.08,20887.333333333332,101309.33741975375,21.02888888888889
23,45417230.403778076,73102.75645284017,4008.8888888888887,2848.8888888888887,3016.1466666666665,20799.386666666665,100927.17867506239,21.004444444444445
24,45147578.96866697,72785.69993037103,3844.4444444444443,2828.8888888888887,2986.3688888888887,20711.44,100327.95326370437,20.922222222222228
25,45636480.12133363,73324.61804740806,4262.222222222223,2922.222222222222,2984.2,20843.36,101414.40026963029,21.131111111111114
26,44614820.09844474,72151.58688543276,3448.8888888888887,2788.8888888888887,3008.0222222222224,20535.546666666665,99144.04466321053,20.724444444444448
27,45326436.12133364,73095.72915851919,3813.333333333332,2693.3333333333335,2972.991111111111,20843.36,100725.41360296364,20.906666666666666
28,45369332.12133363,73129.06249185251,3782.222222222222,2726.6666666666665,3066.0933333333332,20843.36,100820.73804740807,20.891111111111112
29,44879927.53355585,72464.19896345744,3608.8888888888887,2804.4444444444443,3036.5911111111113,20623.493333333332,99733.17229679078,20.804444444444446
30,45927833.2740003,73716.86949777845,4355.555555555556,2868.8888888888887,3014.1466666666665,20975.28,102061.85172000068,21.17777777777778
31,45168424.686222516,72856.45041382781,3768.8888888888887,2751.1111111111113,2993.5244444444443,20755.413333333334,100374.27708049447,20.884444444444448
32,44978438.96866697,72663.47770814881,3577.777777777778,2706.6666666666665,2999.391111111111,20711.44,99952.08659703772,20.78888888888889
33,45271985.83888919,73119.81297530931,3555.5555555555557,2568.8888888888887,3041.711111111111,20887.333333333332,100604.41297530931,20.77777777777778
34,45592942.991555855,73525.39775901301,3777.777777777778,2528.8888888888887,2995.222222222222,21019.253333333334,101317.65109234635,20.888888888888886
35,44820071.53355585,72421.97674123522,3542.222222222222,2762.222222222222,3012.4666666666667,20623.493333333332,99600.15896345745,20.771111111111114
36,45197954.403778076,72940.53423061795,3711.1111111111113,2686.6666666666665,2988.866666666667,20799.386666666665,100439.89867506239,20.855555555555558
37,44862211.53355585,72455.31007456855,3675.5555555555557,2795.5555555555557,2939.4444444444443,20623.493333333332,99693.80340790188,20.83777777777778
38,60981978.71111125,107911.34380246943,3813.3333333333335,2753.3333333333335,3035.4177777777777,20755.413333333334,135515.50824691387,20.906666666666666
39,45464547.556444734,73312.78568098831,3724.4444444444443,2613.3333333333335,3063.791111111111,20931.306666666667,101032.32790321052,20.862222222222222
40,45678105.8388892,73408.70186419821,4208.888888888889,2857.777777777778,3001.9777777777776,20887.333333333332,101506.90186419821,21.104444444444447
41,45480571.55644475,73326.11901432165,3831.1111111111113,2626.6666666666665,2979.4,20931.306666666667,101067.93679209944,20.915555555555553
42,45519121.83888918,73290.92408642042,4013.3333333333335,2740.0,2962.0133333333333,20887.333333333332,101153.6040864204,21.006666666666664
43,44520994.380889185,72020.83640197596,3346.6666666666665,2806.6666666666665,3076.4666666666667,20491.573333333334,98935.54306864263,20.67333333333334
44,44889033.25111141,72532.72722469202,3520.0,2724.4444444444443,3033.213333333333,20667.466666666667,99753.40722469203,20.759999999999998
45,45903768.70911141,73820.59268691424,4048.8888888888887,2675.5555555555557,3075.6666666666665,21063.226666666666,102008.37490913646,21.024444444444445
46,45475680.12133363,73202.39582518584,4026.6666666666665,2800.0,2984.6444444444446,20843.36,101057.06693629695,21.013333333333332
47,45444780.12133363,73180.17360296361,3911.1111111111113,2777.777777777778,3053.7555555555555,20843.36,100988.40026963029,20.955555555555556
